"Short Form Termination Date","Short Form Date","Short Form Last Name","Short Form First Name","Registration Number","Registration Date","Registrant Name","Address 1","Address 2","City","State","Zip"
"","12/10/2024","Gillham","Christina","7497","12/10/2024","Thatcher & Company, Inc.","1501 Broadway, Floor 27","","New York","NY","10036"
"","12/10/2024","Schneider","Leighton","7497","12/10/2024","Thatcher & Company, Inc.","1501 Broadway, Floor 27","","New York","NY","10036"
"","12/10/2024","Maidenberg","Eliott Moshe","7497","12/10/2024","Thatcher & Company, Inc.","1501 Broadway, Floor 27","","New York","NY","10036"
"","12/10/2024","Rissetto","Diana","7497","12/10/2024","Thatcher & Company, Inc.","1501 Broadway, Floor 27","","New York","NY","10036"
"","12/10/2024","Thatcher","Bradley Hasler","7497","12/10/2024","Thatcher & Company, Inc.","1501 Broadway, Floor 27","","New York","NY","10036"
"","12/03/2024","Ulsch III","Nowlan MacDonnell","7496","12/03/2024","MacDonnell Ulsch Cyber Advisory LLC","2422 Apple Ridge Circle","","Manasquan","NJ","08736"
"","11/26/2024","Hansch","Neal","7493","11/26/2024","Silicon Foundry, LLC","350 Mission Street, 25th Floor","","San Francisco","CA","94105"
"","11/26/2024","Menell","Mark","7493","11/26/2024","Silicon Foundry, LLC","350 Mission Street, 25th Floor","","San Francisco","CA","94105"
"04/14/2025","11/15/2024","Basnayake","Vinoda","7489","11/15/2024","VS Global, LLC","1201 Connecticut Avenue, NW","Suite 600","Washington","DC"," 20036"
"","11/14/2024","Makhlouf","Saade","7488","11/14/2024","Vanuatu Logistics & Administrative Services Limited","39 Broadway, Suite 2020","","New York","NY","10006"
"","11/14/2024","Rescigno","Dorothy A.","7488","11/14/2024","Vanuatu Logistics & Administrative Services Limited","39 Broadway, Suite 2020","","New York","NY","10006"
"","11/14/2024","Berke Ayazli","Ali","7488","11/14/2024","Vanuatu Logistics & Administrative Services Limited","39 Broadway, Suite 2020","","New York","NY","10006"
"","10/30/2024","Goetsch","Robert Martin","7485","10/30/2024","Goetsch, Robert","20500 Stone Fox Court","","Leesburg","VA","20175"
"","05/31/2025","Igbani","Roselyn Maduabuchi Anaso","7483","10/28/2024","Precision Strategies, LLC","1275 Pennsylvania Avenue NW, Suite 800","","Washington","DC"," 20004"
"","05/31/2025","Lozano","Daniel","7483","10/28/2024","Precision Strategies, LLC","1275 Pennsylvania Avenue NW, Suite 800","","Washington","DC"," 20004"
"","05/31/2025","Orcon","Mario Jorge","7483","10/28/2024","Precision Strategies, LLC","1275 Pennsylvania Avenue NW, Suite 800","","Washington","DC"," 20004"
"","04/21/2025","Shelton","Anya Janelle","7483","10/28/2024","Precision Strategies, LLC","1275 Pennsylvania Avenue NW, Suite 800","","Washington","DC"," 20004"
"","02/28/2025","Harrison","Eliot Philip","7483","10/28/2024","Precision Strategies, LLC","1275 Pennsylvania Avenue NW, Suite 800","","Washington","DC"," 20004"
"","02/09/2025","Plouffe","David","7483","10/28/2024","Precision Strategies, LLC","1275 Pennsylvania Avenue NW, Suite 800","","Washington","DC"," 20004"
"","02/09/2025","Cavalier","Aleigha","7483","10/28/2024","Precision Strategies, LLC","1275 Pennsylvania Avenue NW, Suite 800","","Washington","DC"," 20004"
"","10/28/2024","Goff","Theodore","7483","10/28/2024","Precision Strategies, LLC","1275 Pennsylvania Avenue NW, Suite 800","","Washington","DC"," 20004"
"","10/28/2024","Mulvey","Timothy Raymond","7483","10/28/2024","Precision Strategies, LLC","1275 Pennsylvania Avenue NW, Suite 800","","Washington","DC"," 20004"
"","10/28/2024","Freeman","Carolyn","7483","10/28/2024","Precision Strategies, LLC","1275 Pennsylvania Avenue NW, Suite 800","","Washington","DC"," 20004"
"","10/28/2024","Krebs","Brian Charles","7483","10/28/2024","Precision Strategies, LLC","1275 Pennsylvania Avenue NW, Suite 800","","Washington","DC"," 20004"
"","10/28/2024","Cove","Patrick","7483","10/28/2024","Precision Strategies, LLC","1275 Pennsylvania Avenue NW, Suite 800","","Washington","DC"," 20004"
"","10/28/2024","Stockslader","Lucas","7483","10/28/2024","Precision Strategies, LLC","1275 Pennsylvania Avenue NW, Suite 800","","Washington","DC"," 20004"
"02/07/2025","10/22/2024","Zeleke","Mekete Mike","7482","10/22/2024","The Whitaker Group, Inc.","1818 Library Street, Suite 500","","Reston","VA","20190"
"02/07/2025","10/22/2024","Whitaker","Rosa M.","7482","10/22/2024","The Whitaker Group, Inc.","1818 Library Street, Suite 500","","Reston","VA","20190"
"","10/21/2024","Lopez","Carlos Lopez","7481","10/21/2024","World Professionals Group LLC d/b/a WP Group","654 Plaza, Suite 1801, 654 Muñoz Rivera Ave ","","San Juan","",""
"","10/21/2024","Arroyo-Colon","Luis Balbino","7481","10/21/2024","World Professionals Group LLC d/b/a WP Group","654 Plaza, Suite 1801, 654 Muñoz Rivera Ave ","","San Juan","",""
"","10/21/2024","Baco-Sanchez","Luis Eduardo","7481","10/21/2024","World Professionals Group LLC d/b/a WP Group","654 Plaza, Suite 1801, 654 Muñoz Rivera Ave ","","San Juan","",""
"","10/21/2024","Maldonado","Onix","7481","10/21/2024","World Professionals Group LLC d/b/a WP Group","654 Plaza, Suite 1801, 654 Muñoz Rivera Ave ","","San Juan","",""
"","10/21/2024","Park","Grace Y","7480","10/21/2024","Cotchett, Pitre & McCarthy, LLP","840 Malcolm Road, Suite 200","","Burlingame","CA","94010"
"","10/21/2024","Boutin","Kevin J","7480","10/21/2024","Cotchett, Pitre & McCarthy, LLP","840 Malcolm Road, Suite 200","","Burlingame","CA","94010"
"","10/21/2024","Redenbarger","Tyson C","7480","10/21/2024","Cotchett, Pitre & McCarthy, LLP","840 Malcolm Road, Suite 200","","Burlingame","CA","94010"
"","10/21/2024","McCarthy","Niall P.","7480","10/21/2024","Cotchett, Pitre & McCarthy, LLP","840 Malcolm Road, Suite 200","","Burlingame","CA","94010"
"04/30/2025","10/21/2024","Stewart","Timothy","7479","10/21/2024","The Bennett Group DC, LLC","122 C Street NW, Suite 515","","Washington","DC","20001"
"","10/19/2024","Payne","Stephen","7477","10/19/2024","Team Eagle Consulting, LLC","633 Pennsylvania Avenue, NW","","Washington","DC","20004"
"","10/19/2024","Somera","Logan","7477","10/19/2024","Team Eagle Consulting, LLC","633 Pennsylvania Avenue, NW","","Washington","DC","20004"
"","10/17/2024","Babarovic","Christina Maria","7476","10/17/2024","StorySquad Media, LLC","4842 Davenport Street, NW","","Washington","DC"," 20016"
"","10/17/2024","Sattler","Casey Murray","7476","10/17/2024","StorySquad Media, LLC","4842 Davenport Street, NW","","Washington","DC"," 20016"
"","10/17/2024","Sudmeier","Philip Michael","7476","10/17/2024","StorySquad Media, LLC","4842 Davenport Street, NW","","Washington","DC"," 20016"
"02/04/2025","10/16/2024","Marulanda","Johan","7475","10/16/2024","Access Partnership Corp.","1730 Rhode Island Avenue, NW","Suite 512","Washington","DC","20036"
"02/04/2025","10/16/2024","Wu","Patricia","7475","10/16/2024","Access Partnership Corp.","1730 Rhode Island Avenue, NW","Suite 512","Washington","DC","20036"
"02/04/2025","10/16/2024","MacFarlane","Ryan","7475","10/16/2024","Access Partnership Corp.","1730 Rhode Island Avenue, NW","Suite 512","Washington","DC","20036"
"02/04/2025","10/16/2024","Yu","Evan","7475","10/16/2024","Access Partnership Corp.","1730 Rhode Island Avenue, NW","Suite 512","Washington","DC","20036"
"02/04/2025","10/16/2024","Smith","Spencer","7475","10/16/2024","Access Partnership Corp.","1730 Rhode Island Avenue, NW","Suite 512","Washington","DC","20036"
"","10/15/2024","Burke","Elizabeth","7473","10/15/2024","Burke Consulting LLC","404 Bobolink Avenue","","Grafton","WI","53024"
"","10/01/2024","MacGillivray","Doug","7472","10/01/2024","Venn Strategies","750 9th Street Suite 650","","Washington","DC","20001"
"","10/01/2024","Olson","Erik","7472","10/01/2024","Venn Strategies","750 9th Street Suite 650","","Washington","DC","20001"
"09/30/2024","09/30/2024","Pressley","Mai","7471","09/30/2024","Korea Economic Institute of America","1800 K Street, NW, Suite 300","","Washington","DC","20006"
"09/30/2024","09/30/2024","Ramage","Tom","7471","09/30/2024","Korea Economic Institute of America","1800 K Street, NW, Suite 300","","Washington","DC","20006"
"09/30/2024","09/30/2024","Work","Clint","7471","09/30/2024","Korea Economic Institute of America","1800 K Street, NW, Suite 300","","Washington","DC","20006"
"09/30/2024","09/30/2024","Ahn","Ji Yeon","7471","09/30/2024","Korea Economic Institute of America","1800 K Street, NW, Suite 300","","Washington","DC","20006"
"09/30/2024","09/30/2024","Brown","William","7471","09/30/2024","Korea Economic Institute of America","1800 K Street, NW, Suite 300","","Washington","DC","20006"
"09/30/2024","09/30/2024","deVignier-Awad","Samuel","7471","09/30/2024","Korea Economic Institute of America","1800 K Street, NW, Suite 300","","Washington","DC","20006"
"09/30/2024","09/30/2024","Heon Kim","Je","7471","09/30/2024","Korea Economic Institute of America","1800 K Street, NW, Suite 300","","Washington","DC","20006"
"09/30/2024","09/30/2024","Snyder","Scott","7471","09/30/2024","Korea Economic Institute of America","1800 K Street, NW, Suite 300","","Washington","DC","20006"
"09/30/2024","09/30/2024","Chung","Rosa","7471","09/30/2024","Korea Economic Institute of America","1800 K Street, NW, Suite 300","","Washington","DC","20006"
"09/30/2024","09/30/2024","Hong","Andy","7471","09/30/2024","Korea Economic Institute of America","1800 K Street, NW, Suite 300","","Washington","DC","20006"
"02/17/2025","09/27/2024","Mocarski","Ashley D.","7470","09/27/2024","Capital HQ LLC","P.O.  Box 774","","Waverly","PA","18471"
"02/17/2025","09/27/2024","Rath","Megan Ann","7470","09/27/2024","Capital HQ LLC","P.O.  Box 774","","Waverly","PA","18471"
"02/17/2025","09/27/2024","Preate","Alexandra Vivian","7470","09/27/2024","Capital HQ LLC","P.O.  Box 774","","Waverly","PA","18471"
"","09/25/2024","Abdalla","Malik","7468","09/25/2024","White Star Business Group LLC","1692 K Street, NW, Suite 300","","Washington","DC","20006"
"","09/25/2024","Andre Jr.","Larry","7468","09/25/2024","White Star Business Group LLC","1692 K Street, NW, Suite 300","","Washington","DC","20006"
"","09/25/2024","Elmi","Amira","7468","09/25/2024","White Star Business Group LLC","1692 K Street, NW, Suite 300","","Washington","DC","20006"
"03/31/2025","09/13/2024","Worcester","Graylin Cloyd","7462","09/13/2024","MDSI US Inc.","200 Continental Drive, Suite 401, PMB-1615","","Newark","DE","19713"
"","09/10/2024","Vasquez","Camille M.","7461","09/10/2024","Sheppard Mullin Richter & Hampton LLP","350 South Grand Avenue, 40th floor","","Los Angeles","CA","90071-3460"
"","09/06/2024","Ventry","Garrett","7458","09/06/2024","GRV Strategies LLC","731 Seaton Avenue","","Alexandria","VA","22305"
"","09/05/2024","Gerbec","Jeff","7456","09/05/2024","Capital K, LLC","118 Russell Avenue","","Portola Valley","CA","94028"
"","09/05/2024","Suel","Patrick","7456","09/05/2024","Capital K, LLC","118 Russell Avenue","","Portola Valley","CA","94028"
"","09/05/2024","Pichot","Francois","7456","09/05/2024","Capital K, LLC","118 Russell Avenue","","Portola Valley","CA","94028"
"12/31/2024","09/05/2024","Franklin","Stephen Shai A.","7455","09/05/2024","Your Global Strategy, Inc.","88 Ralph Avenue","","White Plains","NY","10606"
"","10/07/2024","Brooker","Stephanie","7454","09/04/2024","Gibson, Dunn & Crutcher LLP","333 South Grand Avenue","","Los Angeles","CA","90071"
"","09/04/2024","Snyder","Orin","7454","09/04/2024","Gibson, Dunn & Crutcher LLP","333 South Grand Avenue","","Los Angeles","CA","90071"
"","09/04/2024","Crain","Lee Ross","7454","09/04/2024","Gibson, Dunn & Crutcher LLP","333 South Grand Avenue","","Los Angeles","CA","90071"
"02/28/2025","09/03/2024","Goldstein","Christina","7452","09/03/2024","Tusk Strategies LLC","251 Park Avenue South, 8th Floor","","New York","NY","10010"
"02/28/2025","09/03/2024","Smith","Shontell","7452","09/03/2024","Tusk Strategies LLC","251 Park Avenue South, 8th Floor","","New York","NY","10010"
"02/28/2025","09/03/2024","Coffey","Chris","7452","09/03/2024","Tusk Strategies LLC","251 Park Avenue South, 8th Floor","","New York","NY","10010"
"09/15/2024","08/27/2024","Gezercan","Murat","7450","08/27/2024","Union of International Democrats LLC","25 Crooks Avenue","","Paterson","NJ","07503"
"12/31/2024","08/23/2024","Yu","Evan","7448","08/23/2024","AA Access Partnership Pte Ltd","12 Marina View, Asia Square Tower 2 ","#11 01","Singapore","",""
"12/31/2024","08/23/2024","Lovelock","Peter","7448","08/23/2024","AA Access Partnership Pte Ltd","12 Marina View, Asia Square Tower 2 ","#11 01","Singapore","",""
"12/31/2024","08/23/2024","Muirhead","Giorgia","7448","08/23/2024","AA Access Partnership Pte Ltd","12 Marina View, Asia Square Tower 2 ","#11 01","Singapore","",""
"12/31/2024","08/23/2024","Constable","Philip Alexander","7448","08/23/2024","AA Access Partnership Pte Ltd","12 Marina View, Asia Square Tower 2 ","#11 01","Singapore","",""
"12/31/2024","08/23/2024","Bacigalupo","Patricia Wu","7448","08/23/2024","AA Access Partnership Pte Ltd","12 Marina View, Asia Square Tower 2 ","#11 01","Singapore","",""
"","08/21/2024","Lintner","Thomas Michael","7447","08/21/2024","The Aloft Group, LLC","23650 Havelock Walk Terrace Suite 401",""," Ashburn","VA","20148"
"","08/21/2024","Reeves","James Mark","7447","08/21/2024","The Aloft Group, LLC","23650 Havelock Walk Terrace Suite 401",""," Ashburn","VA","20148"
"","08/13/2024","Kumar","Keshav","7443","08/13/2024","Lighthouse Public Affairs","857 Montgomery Street","","San Francisco","CA","94133"
"10/31/2024","08/12/2024","Weintraub","Jeffrey R.","7442","08/12/2024","Weintraub Communications, LLC","2010 Luzerne Avenue","","Silver Spring","MD"," 20910"
"","11/26/2024","MacKenzie","Douglas S.","7439","08/08/2024","A.T. Kearney, Inc.","227 West Monroe Street",""," Chicago","IL","60606"
"","08/08/2024","Sinha","Anshuman","7439","08/08/2024","A.T. Kearney, Inc.","227 West Monroe Street",""," Chicago","IL","60606"
"","08/08/2024","Padmanabhan","Sriram Anantha","7439","08/08/2024","A.T. Kearney, Inc.","227 West Monroe Street",""," Chicago","IL","60606"
"08/08/2024","08/08/2024","Bhandari","Mitali","7439","08/08/2024","A.T. Kearney, Inc.","227 West Monroe Street",""," Chicago","IL","60606"
"08/08/2024","08/08/2024","Khemani","Kishan G.","7439","08/08/2024","A.T. Kearney, Inc.","227 West Monroe Street",""," Chicago","IL","60606"
"08/08/2024","08/08/2024","Datta","Agnisnato","7439","08/08/2024","A.T. Kearney, Inc.","227 West Monroe Street",""," Chicago","IL","60606"
"","08/08/2024","Kapoor","Bharat","7439","08/08/2024","A.T. Kearney, Inc.","227 West Monroe Street",""," Chicago","IL","60606"
"","08/05/2024","Tamedja Tene Jr.","Gilece Herve","7438","08/05/2024","BrightHead Consulting LLC","14502 Greenview Drive","Suite 425","Laurel","MD","20706"
"","08/02/2024","Conway","Kellyanne E.","7437","08/02/2024","KAConsulting LLC","2943 Benton Place, NW","","Washington","DC","20008"
"","07/11/2025","English","Carleton","7435","07/23/2024","Prosek LLC d/b/a Prosek Partners","28 East 28th Street, 15th Floor","","New York","NY","10016"
"","06/09/2025","Silva-Pinto","Aleck","7435","07/23/2024","Prosek LLC d/b/a Prosek Partners","28 East 28th Street, 15th Floor","","New York","NY","10016"
"","06/08/2025","Fox","Katherine","7435","07/23/2024","Prosek LLC d/b/a Prosek Partners","28 East 28th Street, 15th Floor","","New York","NY","10016"
"","06/08/2025","Stearns","Chandler","7435","07/23/2024","Prosek LLC d/b/a Prosek Partners","28 East 28th Street, 15th Floor","","New York","NY","10016"
"","04/29/2025","Campbell","Douglas John Lister","7435","07/23/2024","Prosek LLC d/b/a Prosek Partners","28 East 28th Street, 15th Floor","","New York","NY","10016"
"","03/26/2025","Sykes","Emily","7435","07/23/2024","Prosek LLC d/b/a Prosek Partners","28 East 28th Street, 15th Floor","","New York","NY","10016"
"","03/06/2025","Wilson","Richard","7435","07/23/2024","Prosek LLC d/b/a Prosek Partners","28 East 28th Street, 15th Floor","","New York","NY","10016"
"","03/06/2025","Mahmoud","Kazan Munir","7435","07/23/2024","Prosek LLC d/b/a Prosek Partners","28 East 28th Street, 15th Floor","","New York","NY","10016"
"","03/04/2025","Waters","Hannah Elizabeth","7435","07/23/2024","Prosek LLC d/b/a Prosek Partners","28 East 28th Street, 15th Floor","","New York","NY","10016"
"","03/04/2025","Cover","Kathryn Isabella","7435","07/23/2024","Prosek LLC d/b/a Prosek Partners","28 East 28th Street, 15th Floor","","New York","NY","10016"
"","02/10/2025","Donofrio","Alexis Sarah","7435","07/23/2024","Prosek LLC d/b/a Prosek Partners","28 East 28th Street, 15th Floor","","New York","NY","10016"
"","11/07/2024","Schwartz","Jonathan","7435","07/23/2024","Prosek LLC d/b/a Prosek Partners","28 East 28th Street, 15th Floor","","New York","NY","10016"
"","11/07/2024","Leavitt","Seth David","7435","07/23/2024","Prosek LLC d/b/a Prosek Partners","28 East 28th Street, 15th Floor","","New York","NY","10016"
"","11/07/2024","Ki'vette","Andrew Wayde","7435","07/23/2024","Prosek LLC d/b/a Prosek Partners","28 East 28th Street, 15th Floor","","New York","NY","10016"
"","11/07/2024","Etkind","Susan Diane","7435","07/23/2024","Prosek LLC d/b/a Prosek Partners","28 East 28th Street, 15th Floor","","New York","NY","10016"
"","11/07/2024","Butch","Kathleen Dillon","7435","07/23/2024","Prosek LLC d/b/a Prosek Partners","28 East 28th Street, 15th Floor","","New York","NY","10016"
"","11/07/2024","O'Connor","Aldan Marc","7435","07/23/2024","Prosek LLC d/b/a Prosek Partners","28 East 28th Street, 15th Floor","","New York","NY","10016"
