"Country/LocationRepresented","Foreign Principal","Foreign PrincipalRegistration Date","Address","State","Registrant","Registration #","RegistrationDate"
"SINGAPORE","Alibaba.com Singapore E-Commerce Private Limited","02/01/2024","51 Bras Basah Road #04-08, Lazada One&nbsp;&nbsp;","","Zeno Group, Inc.","6652","03/18/2019"
"KOREA SOUTH","Small & Medium Business Corporation","11/18/2013","24 Kukjaegeumyung-ro, Yeongdeungpo-gu, Seoul, South Korea, 150-718&nbsp;&nbsp;","","Korea SMEs and Startups Agency USA Office","6195","11/18/2013"
"QATAR","International Media Office of State of Qatar","09/06/2024","Diwan AnnexMsheireb &nbsp;&nbsp;","","GRV Strategies LLC","7458","09/06/2024"
"TAIWAN","Foundation on Asia-Pacific Peace Studies","03/17/2025","No. 1, Lane 60, Section 3, Tingzhou RoadZhongzheng DistrictTaipei City &nbsp;&nbsp;","","ASG Corp.","7556","03/17/2025"
"JAPAN","Kobe Municipal Government","07/02/1973","Kobe City&nbsp;&nbsp;","","Kobe Trade Information Office","2438","07/02/1973"
"NORWAY","Norwegian Agency for Development Cooperation (Latin America Project)","11/25/2020","Bygdoy alle 2, 0257Oslo&nbsp;&nbsp;","","Center for International Policy","6896","11/25/2020"
"NORWAY","Norwegian Agency for Development Cooperation (Mekong Project)","11/25/2020","Bygdoy alle 2, 0257Oslo&nbsp;&nbsp;","","Center for International Policy","6896","11/25/2020"
"HONG KONG","Hong Kong Tourism Board","10/29/2020","5901 W. Century BoulevardSuite 650Los Angeles&nbsp;&nbsp;90045","CA","Finn Partners, Inc.","6212","03/10/2014"
"CANADA","Travel Alberta","10/29/2020","400, 1601 9 Avenue SECalgary, Alberta TG2 0H4&nbsp;&nbsp;","","Finn Partners, Inc.","6212","03/10/2014"
"ST. KITTS AND NEVIS","St. Kitts Tourism Authority","04/21/2022","Pelican Mall, PO Box 132Basseterre&nbsp;&nbsp;","","Finn Partners, Inc.","6212","03/10/2014"
"QATAR","Qatar Museums","04/21/2022","PO Box 2777Doha&nbsp;&nbsp;","","Finn Partners, Inc.","6212","03/10/2014"
"ICELAND","Business Iceland","03/27/2023","Sundagaroar 2 Reykjavik  &nbsp;&nbsp;","","Finn Partners, Inc.","6212","03/10/2014"
"BAHAMAS","The Bahamas Ministry of Tourism, Investments & Aviation","03/21/2024","#1 Bay Street, P.O. Box N-3701Nassau&nbsp;&nbsp;","","Finn Partners, Inc.","6212","03/10/2014"
"MOROCCO","Moroccan National Tourism Office","03/31/2025","725 Fifth Avenue Suite 2103 New York&nbsp;&nbsp;10022","NY","Finn Partners, Inc.","6212","03/10/2014"
"HONG KONG","Hong Kong Trade Development Council","04/08/2019","219 East 46th StreetNew York&nbsp;&nbsp;10017","NY","Jacobs Global Trade & Compliance LLC","6656","04/08/2019"
"UNITED ARAB EMIRATES","Dubai Corporation for Tourism and Commerce Marketing","08/03/2023","4th Floor, One Central The Offices 2, Dubai World Dubai&nbsp;&nbsp;","","FTI Consulting (SC) Inc.","7120","05/17/2022"
"QATAR","Qatar Foundation through Memac Ogilvy & Mather LLC","04/09/2020","P.O. Box 5825Doha&nbsp;&nbsp;","","RF Binder Partners Inc.","6814","04/09/2020"
"SAUDI ARABIA","The Public Investment Fund","01/15/2024","Alra'idah Digital City, Bldg MU04, P.O. Box 6847Riyadh&nbsp;&nbsp;","","RF Binder Partners Inc.","6814","04/09/2020"
"GIBRALTAR","Government of Gibraltar","05/14/2014","Office of the Chief Minister Government of GibraltarNo. 6 Convent Place&nbsp;&nbsp;","","Holland & Knight","3718","08/07/1985"
"JAPAN","Embassy of Japan","05/08/2015","2520 Massachusetts Avenue, NWWashington&nbsp;&nbsp;20008","DC","Holland & Knight","3718","08/07/1985"
"ISRAEL","Israel Ministry of Foreign Affairs","01/09/2019","Consulate General of Israel100 Biscayne Blvd.Miami&nbsp;&nbsp;33132","FL","Holland & Knight","3718","08/07/1985"
"QATAR","Embassy of Qatar through Moran Global Strategies, Inc.","02/20/2020","2555 M Street, NWWashington&nbsp;&nbsp;20037","DC","Holland & Knight","3718","08/07/1985"
"CAYMAN ISLANDS","Cayman Islands Government","03/23/2021","P. O. Box 138 #133 Elgin Ave, George TownGrand Cayman, KYI-9000&nbsp;&nbsp;","","Holland & Knight","3718","08/07/1985"
"LIBYA","Libyan Asset Recovery and Management Office","05/28/2021","&nbsp;&nbsp;","","Holland & Knight","3718","08/07/1985"
"KOREA SOUTH","The Ministry of Trade, Industry and Energy of the Republic of Korea","02/04/2022","&nbsp;&nbsp;","","Holland & Knight","3718","08/07/1985"
"BAHAMAS","The Government of the Commonwealth of The Bahamas","04/26/2022","Sir Cecil Wallace Whitefield Centre, P.O. Box CB 10980Nassau, N.P.&nbsp;&nbsp;","","Holland & Knight","3718","08/07/1985"
"SAUDI ARABIA","Ministry of Foreign Affairs of the Kingdom of Saudi Arabia","09/22/2016","Nasseriya StreetRiyadh&nbsp;&nbsp;","","Brownstein Hyatt Farber Schreck, LLP","5870","06/16/2008"
"LIBERIA","LISCR, LLC","02/14/2020","22980 Indian Creek DriveDulles&nbsp;&nbsp;20166","VA","Brownstein Hyatt Farber Schreck, LLP","5870","06/16/2008"
"EGYPT","Ministry of Foreign Affairs of the Arab Republic of Egypt","11/09/2020","3521 International Court NWWashington&nbsp;&nbsp;20008","DC","Brownstein Hyatt Farber Schreck, LLP","5870","06/16/2008"
"KOREA SOUTH","Embassy of the Republic of Korea","01/24/2021","2450 Massachusetts Avenue, NWWashington&nbsp;&nbsp;20008","DC","Brownstein Hyatt Farber Schreck, LLP","5870","06/16/2008"
"MOROCCO","Embassy of Morocco","12/01/2021","3508 International Drive, NWWashington&nbsp;&nbsp;20008","DC","Brownstein Hyatt Farber Schreck, LLP","5870","06/16/2008"
"KAZAKHSTAN","KazMunayGas International","07/29/2022","Strawinskylaan 807, Tower A, Postal Code 1077XXAmsterdam&nbsp;&nbsp;","","Brownstein Hyatt Farber Schreck, LLP","5870","06/16/2008"
"KAZAKHSTAN","The Embassy of the Republic of Kazakhstan","07/29/2022","1401 16th St NWWashington&nbsp;&nbsp;20036","DC","Brownstein Hyatt Farber Schreck, LLP","5870","06/16/2008"
"SAUDI ARABIA","Public Investment Fund","06/22/2023","1.16, Al Aqiq District Riyadh &nbsp;&nbsp;","","Brownstein Hyatt Farber Schreck, LLP","5870","06/16/2008"
"BAHRAIN","Embassy of The Kingdom of Bahrain","01/10/2024","3502 International Drive, NW Washington&nbsp;&nbsp;20008","DC","Brownstein Hyatt Farber Schreck, LLP","5870","06/16/2008"
"KAZAKHSTAN","Samruk-Kazyna","06/25/2024","Syganaq street, 17/10 AstanaRepublic of Kazakhstan&nbsp;&nbsp;","","Brownstein Hyatt Farber Schreck, LLP","5870","06/16/2008"
"TURKMENISTAN","TAPI Pipeline Company Limited","07/05/2024","306, Jumeirah Business Centre, Jumeirah Lakes TowersDubai&nbsp;&nbsp;","","Brownstein Hyatt Farber Schreck, LLP","5870","06/16/2008"
"SAUDI ARABIA","King Abdullah University of Science and Technology","03/21/2025","4700 King Abdullah University of Science and Tech,Building 16 Level 4, Room 4220Thuwal&nbsp;&nbsp;","","Brownstein Hyatt Farber Schreck, LLP","5870","06/16/2008"
"AUSTRALIA","Jason G. Schoolmeester","04/25/2023","GPO Box 2520DarwinNorthern Territory&nbsp;&nbsp;","","Wissler, John Eric","7012","09/06/2021"
"MONGOLIA","Sky Hypermarket LLC","09/04/2024","Emart Chinggis, Tokyo Street 23, 12th Sub District, 1stKhoroo&nbsp;&nbsp;","","Gibson, Dunn & Crutcher LLP","7454","09/04/2024"
"MONGOLIA","Altai Holding LLC","09/04/2024","Chinggis Khaan Hotel Complex, Level 3, Tokyo Street 10A Bayanzurkh District &nbsp;&nbsp;","","Gibson, Dunn & Crutcher LLP","7454","09/04/2024"
"MONGOLIA","Sukhbaatar Batbold","09/04/2024","Chinggis Khaan Hotel Complex, Level 3, Tokyo Street 10ABayanzurkh District&nbsp;&nbsp;","","Gibson, Dunn & Crutcher LLP","7454","09/04/2024"
"MONGOLIA","Battushig Batbold","09/04/2024","Chinggis Khaan Hotel Complex, Level 3, Tokyo Street 10ABayanzurkh District&nbsp;&nbsp;","","Gibson, Dunn & Crutcher LLP","7454","09/04/2024"
"UNITED ARAB EMIRATES","Department of Culture and Tourism - Abu Dhabi","05/20/2020","PO Box 94000Abu Dhabi&nbsp;&nbsp;","","Brunswick Group LLC","6826","05/20/2020"
"UNITED KINGDOM","London Legacy Development Corporation","08/30/2023","Level 9, Five Endeavour Square, Westfield AvenueLondon&nbsp;&nbsp;","","Brunswick Group LLC","6826","05/20/2020"
"UNITED KINGDOM","University College of London","10/09/2024","University College of London, Gower StreetLondon&nbsp;&nbsp;","","Brunswick Group LLC","6826","05/20/2020"
"CAMBODIA","The Kingdom of Cambodia","02/28/2025","Cambodian Embassy in Washington DC4530 16th Street, NWWashington&nbsp;&nbsp;20001","DC","National Consulting Services, Inc.","7551","02/28/2025"
"JAPAN","Consulate General of Japan in Boston","04/09/2014","Federal Reserve Plaza, 22nd Floor 600 Atlantic AvenueBoston&nbsp;&nbsp;02210","MA","Policy Agency, LLC","6213","04/09/2014"
"DOMINICAN REPUBLIC","Guardianes de la Misericordia","09/16/2019","Calle Pina 103 APT. 282 Ciudad Nueva, Santo Domingo&nbsp;&nbsp;","","Sefardi Consulting","6722","09/16/2019"
"ECUADOR","Dr. Alfredo Borrero Vega","03/22/2021","AV. Atahualpa, Diagonal Banco del Estado, Sector dela Rumipamba Quito 02 5112121&nbsp;&nbsp;","","Moonlight International LLC","6941","03/22/2021"
"MEXICO","Government of the United Mexican States","10/05/2022","Ave. Juarez #20, Colonia Centro Mexico City, Del. Cuauhtemoc &nbsp;&nbsp;","","Global Action on Gun Violence (GAGV) Inc.","7175","10/05/2022"
"BAHAMAS","The Government of the Bahamas","06/04/2024","No. 18 John F. Kennedy Drive, Paul L. Adderley BuildingP.O. Box N-3007Nassau&nbsp;&nbsp;","","Global Action on Gun Violence (GAGV) Inc.","7175","10/05/2022"
"IRAQ","Kurdistan Regional Government","04/30/2021","Council of MinistersErbil, Kurdistan Region 44001&nbsp;&nbsp;","","ArentFox Schiff LLP","6952","04/30/2021"
"KENYA","Jimi Wanjigi","01/17/2025","Drive General Mathenge Rd Nairobi&nbsp;&nbsp;","","Neiweem, Christopher John","7522","01/17/2025"
"THAILAND","Tourism Authority of Thailand","12/19/1969","Bangkok&nbsp;&nbsp;","","Tourism Authority of Thailand, Los Angeles","2178","12/19/1969"
"TURKEY","LB International Solutions, LLC (on behalf of the Turkish Republic of Northern Cyprus - DC office and Govt. of the Republic of Turkey, Embassy)","05/15/2024","1318 Riggs Street, NW Washington&nbsp;&nbsp;20009","DC","Aquila Strategies, LLC","7409","05/15/2024"
"INDONESIA","United Liberation Movement for West Papua","04/11/2018","1571 Port VilaRepublic of Vanuatu&nbsp;&nbsp;","","Dickens & Madson Canada Inc.","6200","12/11/2013"
"CONGO REPUBLIC OF THE","Prof. Mboyo-Di-Tamba Vangu","05/16/2018","Mediclinic Sandton, Suite 23a Main Rd & Peter PlaceBryanston 2191&nbsp;&nbsp;","","Dickens & Madson Canada Inc.","6200","12/11/2013"
"CONGO DEMOCRATIC REPUBLIC OF THE","Republic of Congo","07/24/2018","Office of the President, Republic of CongoBrazzaville&nbsp;&nbsp;","","Dickens & Madson Canada Inc.","6200","12/11/2013"
"SUDAN","Sovereign Council of Sudan","06/17/2019","Khartoum&nbsp;&nbsp;","","Dickens & Madson Canada Inc.","6200","12/11/2013"
"PAPUA NEW GUINEA","Siriosi, Christopher","06/17/2019","Hahalis Village, HahaliaBougainville&nbsp;&nbsp;","","Dickens & Madson Canada Inc.","6200","12/11/2013"
"VENEZUELA","Progressive Advance","07/15/2019","Caracas&nbsp;&nbsp;","","Dickens & Madson Canada Inc.","6200","12/11/2013"
"UNITED ARAB EMIRATES","DPWORLD FZE","12/30/2019","JAPZA 17PO BOX 17000DUBAI&nbsp;&nbsp;","","Dickens & Madson Canada Inc.","6200","12/11/2013"
"VANUATU","Republic of Vanuatu","05/13/2020","Port Vila&nbsp;&nbsp;","","Dickens & Madson Canada Inc.","6200","12/11/2013"
"KYRGYZSTAN","Kyrgyz Republic","11/02/2020","Bishkek&nbsp;&nbsp;","","Dickens & Madson Canada Inc.","6200","12/11/2013"
"BURKINA FASO","Office of the President of Burkina Faso","07/21/2022","Ouaga 2000OuagadougouBurkina Faso&nbsp;&nbsp;","","Dickens & Madson Canada Inc.","6200","12/11/2013"
"KENYA","Fred Matiang","07/29/2024","Nairobi&nbsp;&nbsp;","","Dickens & Madson Canada Inc.","6200","12/11/2013"
"BOTSWANA","Duma Boko","08/08/2024","Gaborone&nbsp;&nbsp;","","Dickens & Madson Canada Inc.","6200","12/11/2013"
"PALESTINE","Samir Hlaileh","02/23/2025","Almasyoun St Al Karmel Ramallah&nbsp;&nbsp;","","Dickens & Madson Canada Inc.","6200","12/11/2013"
"JAPAN","Embassy of Japan","09/18/2015","2520 Massachusetts Avenue, NWWashington&nbsp;&nbsp;20008","DC","Alignment Government Strategies","6317","09/18/2015"
"AFGHANISTAN","National Resistance Front of Afghanistan","10/26/2021","BazarakPanjshir&nbsp;&nbsp;","","International Office of the National Resistance Front of AFGH Inc.","7030","10/26/2021"
"BURUNDI","Government of Burundi through the Brooks Law Firm","10/07/2022","275 Forest Road, Suite 100 Hueyown&nbsp;&nbsp;35023","AL","United States of Africa Consultancy Inc.","7180","10/07/2022"
"UNITED ARAB EMIRATES","Alterra Management Limited","10/31/2024","&nbsp;&nbsp;","","Park, Jennifer","7335","10/16/2023"
"CANADA","Government of Alberta","10/15/2024","Alberta Washington Office, Canadian Embassy501 Pennsylvania Avenue, NW Washington&nbsp;&nbsp;20001","DC","Burke Consulting LLC","7473","10/15/2024"
"FINLAND","Business Finland Oy","08/31/2023","P.O. Box 358, Porkkalankatu 1, FI-00181Helsinki&nbsp;&nbsp;","","Business Finland USA, Inc.","7318","08/31/2023"
"BOSNIA & HERZEGOVINA","Government of Republika Srpska","08/08/2013","Trg Republike Srpske 1 Banja Luka, Republika Srpska&nbsp;&nbsp;","","RS Office for Cooperation, Trade and Investment","6181","08/08/2013"
"ROMANIA","RoPower Nuclear SA","03/22/2024","Crystal Tower, Blvd. Iancu de Hunedoara, nr.48 Bucuresti &nbsp;&nbsp;","","Aether Group LLC","7385","03/22/2024"
"VENEZUELA","The Ad Hoc Board of Petroleos de Venezuela, S.A. (or, ""PDVSA Ad Hoc Board"")","06/01/2022","2216 Adams St, #307 Hollywood&nbsp;&nbsp;33020","FL","White & Case LLP","6393","11/21/2016"
"VENEZUELA","Bolivarian Republic of Venezuela, through the Council of Administration and Asset Protection (CAPA)","07/08/2024","8300 NW 53rd Street, Suite 102 Doral&nbsp;&nbsp;33166","FL","White & Case LLP","6393","11/21/2016"
"ISRAEL","Israel Ministry of Foreign Affairs","02/28/2025","Yitzhak Rabin Boulevard Jerusalem&nbsp;&nbsp;","","SKDKnickerbocker LLC","7552","02/28/2025"
"MOROCCO","OCP S.A.","10/07/2020","2-4, Rue Al Abtal, Hay ErrahaCasablanca&nbsp;&nbsp;","","OCP North America, Inc.","6873","10/07/2020"
"KENYA","Embassy of the Republic of Kenya","06/06/2017","2249 R Street, NWWashington&nbsp;&nbsp;20008","DC","Sonoran Policy Group, LLC D/B/A Stryk Global Diplomacy
","6399","12/11/2016"
"SOUTH AFRICA","African Energy Chamber","08/15/2019","Suite 24 Katherine & West 114 West Sandton, Johannesburg&nbsp;&nbsp;","","Sonoran Policy Group, LLC D/B/A Stryk Global Diplomacy
","6399","12/11/2016"
"ITALY","Saro Spadaro","03/09/2020","1 Rhine Road&nbsp;&nbsp;","","Sonoran Policy Group, LLC D/B/A Stryk Global Diplomacy
","6399","12/11/2016"
"AFGHANISTAN","Ahmad Massoud","09/15/2021","Akber, Kabul&nbsp;&nbsp;","","Sonoran Policy Group, LLC D/B/A Stryk Global Diplomacy
","6399","12/11/2016"
"ANGOLA","Isabel Dos Santos","12/01/2022","Grosvenor Law, 27 Grosvenor Street Mayfair , London&nbsp;&nbsp;","","Sonoran Policy Group, LLC D/B/A Stryk Global Diplomacy
","6399","12/11/2016"
"ITALY","Julio Herrera Velutini","12/19/2022","&nbsp;&nbsp;","","Sonoran Policy Group, LLC D/B/A Stryk Global Diplomacy
","6399","12/11/2016"
"SAUDI ARABIA","Khalid Aljabri","02/09/2023","149 Burbank Drive North York Ontario, Canada&nbsp;&nbsp;","","Sonoran Policy Group, LLC D/B/A Stryk Global Diplomacy
","6399","12/11/2016"
"BAHAMAS","Kirkoswald Global Management Services, Ltd","03/04/2024","Suite 4B, Albany Financial Center&nbsp;&nbsp;","","Sonoran Policy Group, LLC D/B/A Stryk Global Diplomacy
","6399","12/11/2016"
"BANGLADESH","Wazed Inc.","09/12/2024","P.O. Box 11654, Plaza America Drive, # 318Reston&nbsp;&nbsp;20190","VA","Sonoran Policy Group, LLC D/B/A Stryk Global Diplomacy
","6399","12/11/2016"
"UNITED ARAB EMIRATES","Chessworth DMCC","12/16/2024","Tiffany Tower, 10th Floor, 1009, Cluster W, Jumeirah Lakes Towers Dubai&nbsp;&nbsp;","","Sonoran Policy Group, LLC D/B/A Stryk Global Diplomacy
","6399","12/11/2016"
"ALBANIA","Mr. Lulzi'm Basha","02/19/2025","Rruga Donika Kastrioti nr. 30 Tirana&nbsp;&nbsp;","","Sonoran Policy Group, LLC D/B/A Stryk Global Diplomacy
","6399","12/11/2016"
"HONG KONG","Hong Kong Trade Development Council","01/19/1970","&nbsp;&nbsp;","","Hong Kong Trade Development Council, Inc.","2181","01/19/1970"
"QATAR","Embassy of the State of Qatar","09/06/2019","11 E. Lenox StreetChevy Chase&nbsp;&nbsp;20815","MD","Neale Creek, LLC","6723","09/06/2019"
"ISRAEL","State of Israel, Embassy","01/20/1988","&nbsp;&nbsp;","","Arnold & Porter Kaye Scholer LLP","1750","06/04/1964"
"MICRONESIA","Government of the Federated States of Micronesia","10/27/2016","PS123, PalikirPohnpei State, FM 96941&nbsp;&nbsp;","","Arnold & Porter Kaye Scholer LLP","1750","06/04/1964"
"VENEZUELA","Bolivarian Republic of Venezuela","02/11/2019","Carlos Vecchio, Ambassador of the Bolivarian Republic of Venuzuela under President Juan Guaido2409 California Street, NWWashington&nbsp;&nbsp;20008","DC","Arnold & Porter Kaye Scholer LLP","1750","06/04/1964"
"KOREA SOUTH","Ministry of Trade, Industry and Energy of the Republic of Korea (Korean MOTIE)","02/10/2020","Government Complex-Sejong, 402, Hannuri-daeroSejong-si, 30118&nbsp;&nbsp;","","Arnold & Porter Kaye Scholer LLP","1750","06/04/1964"
"HONDURAS","Republic of Honduras","05/30/2023","Kuwait Blvd, next to the Supreme Court of Justice,  Ministry of Foreign Affairs&nbsp;&nbsp;","","Arnold & Porter Kaye Scholer LLP","1750","06/04/1964"
"VENEZUELA","Banco Central de Venezuela represented by the Ad-hoc Board","06/02/2023","&nbsp;&nbsp;","","Arnold & Porter Kaye Scholer LLP","1750","06/04/1964"
"BELGIUM","Flanders Tourism Board","11/15/2007","Grasmarkt 61, B-1000Brussels&nbsp;&nbsp;","","Tourist Office for Flanders, Belgium - New York Office","5840","11/15/2007"
"EL SALVADOR","Office of the President of El Salvador","01/14/2022","Alameda Doctor Manuel Enrique Araujo No 5500San Salvador&nbsp;&nbsp;","","Latin America Advisory Group, LLC","6898","12/09/2020"
"KOREA SOUTH","Embassy of the Republic of Korea through Cornerstone Government Affairs","03/14/2017","2450 Massachusetts Avenue, NWWashington&nbsp;&nbsp;20008","DC","DiNino Associates, LLC","6408","03/14/2017"
"INDIA","Republic of India through Cornerstone Government Affairs, Inc.","12/06/2019","2107 Massachusetts Avenue, NWWashington&nbsp;&nbsp;20008","DC","DiNino Associates, LLC","6408","03/14/2017"
"MOROCCO","OCP S.A. (through OCP North America, Inc. through Cornerstone Government Affairs, Inc.)","11/12/2020","2-4, Rue A1 AbtalHay Erraha 20200 Casablanca&nbsp;&nbsp;","","DiNino Associates, LLC","6408","03/14/2017"
"VENEZUELA","Petróleos de Venezuela, S.A. (“PDVSA”)","04/30/2021","&nbsp;&nbsp;","","PDV USA, Inc.","6903","12/31/2020"
"QATAR","Barzan Holdings QSTP LLC","02/11/2019","Burj Doha-Floor 30 Building 16 Zone 60P.O. Box 210 Doha&nbsp;&nbsp;","","SC Aeronautical  LLC","6635","02/11/2019"
"TAIWAN","Ministry of Economic Affairs of the Republic of China (""MOEA"")","06/23/1987","Washington&nbsp;&nbsp;","DC","Crowell Global Advisors","3988","05/28/1987"
"TAIWAN","The International Trade Administration, Ministry of Economic Affairs of the Republic of China (""TITA"")","03/18/2025","1 Hu Kou Street Taipei, Zhongzheng District TAIWAN &nbsp;&nbsp;","","Crowell Global Advisors","3988","05/28/1987"
"IRAQ","Kurdistan Regional Government","04/14/2014","&nbsp;&nbsp;","","Greenberg Traurig, LLP","5712","10/03/2005"
"KAZAKHSTAN","Ministry of Justice of  the Republic of Kazakhstan","05/23/2018","The House of Ministries, 8 Orynbor StreetLeft Bank, Astana 010000&nbsp;&nbsp;","","Greenberg Traurig, LLP","5712","10/03/2005"
"TAIWAN","Taipei Economic and Cultural Representative Office in the United States","01/11/2013","4201 Wisconsin Avenue, NWWashington&nbsp;&nbsp;20016","DC","Gephardt Group Government Affairs, LLC","5874","07/21/2008"
"CANADA","Ontario Tourism Marketing Partnership Corporation (Destination Ontario)","06/20/2024","10 Dundas Street East, Suite 900Toronto&nbsp;&nbsp;","","IPG DXTRA, Inc. d/b/a Weber Shandwick","7394","04/05/2024"
"SAUDI ARABIA","The Royal Embassy of Saudi Arabia","10/25/2023","601 New Hampshire Avenue, NWWashington&nbsp;&nbsp;20037","DC","Petruzzello, Michael James","7339","10/25/2023"
"ETHIOPIA","Amhara Fano Unity Council","02/08/2024","Amhara Addis Ababa&nbsp;&nbsp;","","International Fano Coordinating Committee","7371","02/08/2024"
"INDIA","Bharatiya Janata Party","08/27/2020","6-A, Pandit Deen Dayal Upadhyaya MargNew Delhi 110002&nbsp;&nbsp;","","Overseas Friends of BJP-USA","6861","08/27/2020"
"ISRAEL","Jewish Agency for Israel","10/29/2013","48 King George StreetJerusalem 91000&nbsp;&nbsp;","","Jewish Agency - American Section, Inc.","6191","10/29/2013"
"CHINA","Yangtze Memory Technologies Co., Ltd.","04/14/2023","No. 88 Weilai 3rd Road Wuhan Hubei&nbsp;&nbsp;","","Ruder Finn, Inc.","6840","06/22/2020"
"SAUDI ARABIA","Kingdom of Saudi Arabia Ministry of Defense","07/04/2024","King Abdulaziz Road Wzarat District RiyadhRiyadh&nbsp;&nbsp;","","Ruder Finn, Inc.","6840","06/22/2020"
"ISRAEL","Commissariat of the Holy Land for the USA","09/09/2024","1400 Quincy Street NE Washington&nbsp;&nbsp;20017","DC","Livingston Group, LLC","6344","03/25/2016"
"BOSNIA & HERZEGOVINA","Republika Srpska","05/06/2019","Trg Republika Srpske 1Banja Luka, Republika Srpska&nbsp;&nbsp;","","McGinnis Lochridge","6672","05/06/2019"
"CANADA","Canadian Centre for Child Protection Inc.","01/30/2021","615 Academy RoadWinnipeg, Manitoba R3N 0E7&nbsp;&nbsp;","","Marsh Law Firm PLLC","6920","01/30/2021"
"JAPAN","Government of Japan","05/10/2023","2520 Massachusetts Avenue NW Washington&nbsp;&nbsp;20008","DC","Hunton Andrews Kurth LLP","7268","05/10/2023"
"GERMANY","Federation of German Industries (Bundesverband der Deutschen Industrie, BDI)","07/21/1989","Bonn&nbsp;&nbsp;","","Representative of German Industry and Trade","4274","07/21/1989"
"GERMANY","German Chamber of Commerce and Industry (Deutsche Industrieund Handelskammer, DIHK)","07/21/1989","Bonn&nbsp;&nbsp;","","Representative of German Industry and Trade","4274","07/21/1989"
"MALAYSIA","Malaysian Industrial Development Authority","04/17/1972","Kuala Lumpur&nbsp;&nbsp;","","Malaysian Industrial Development Authority","2331","04/17/1972"
"MEXICO","Turismo de Los Cabos","11/27/2017","Lote S Plaza ProvidenciaCabo San Lucas&nbsp;&nbsp;","","MMGY Global, LLC","6492","11/27/2017"
"IRELAND","Tourism Ireland","11/27/2017","5th Floor, Bishop's Square Redmond's Hill Dublin 2&nbsp;&nbsp;","","MMGY Global, LLC","6492","11/27/2017"
"COSTA RICA","Costa Rica Tourism Board","06/29/2018","Costado Este del Puente Juan Pablo IISobre la Autopista General Canas San Jose, 777-1000&nbsp;&nbsp;","","MMGY Global, LLC","6492","11/27/2017"
"BRITISH VIRGIN ISLANDS","British Virgin Islands Tourist Board & Film Commission","01/14/2019","PO Box 134Road Town, Tortola, BVI&nbsp;&nbsp;","","MMGY Global, LLC","6492","11/27/2017"
"SPAIN","Turespana Tourist Office of Spain","12/16/2020","60 East 42nd Street, Suite 5300New York&nbsp;&nbsp;10165","NY","MMGY Global, LLC","6492","11/27/2017"
"CANADA","Greater Victoria Visitors & Convention Bureau","07/19/2021","Suite 200 - 737 Yates StreetVictoria, British Columbia V8Q 1L6&nbsp;&nbsp;","","MMGY Global, LLC","6492","11/27/2017"
"UNITED KINGDOM","London & Partners Limited","09/14/2022","169 Union StreetLondon&nbsp;&nbsp;","","MMGY Global, LLC","6492","11/27/2017"
"AUSTRALIA","South Australian Tourism Commission","02/16/2023","Level 9 250 Victoria Square TarntanyanggaAdelaide  5000&nbsp;&nbsp;","","MMGY Global, LLC","6492","11/27/2017"
"AUSTRALIA","Western Australia Tourism Commission","02/16/2023","1 William Street Perth &nbsp;&nbsp;","","MMGY Global, LLC","6492","11/27/2017"
"ICELAND","Business Iceland (Promote Iceland)","02/16/2023","Sundagardar 2 Reykjavik&nbsp;&nbsp;","","MMGY Global, LLC","6492","11/27/2017"
"SAUDI ARABIA","The Royal Commission for AlUlA","02/16/2023","7747 Amr Aldamri Street, Al Safarat, Unit No 1 Riyadh&nbsp;&nbsp;","","MMGY Global, LLC","6492","11/27/2017"
"CANADA","Alliance De L'Industrie Touristique Du Quebec","02/16/2023","1575 Boulevard de l'Avenir, Suite 330 LavalQuebec &nbsp;&nbsp;","","MMGY Global, LLC","6492","11/27/2017"
"MEXICO","La Paz Tourism Trust","02/01/2024","Antiguo Palacio Municipal, Colonia Centro, C.P. 23000La Paz, Baja California Sur&nbsp;&nbsp;","","MMGY Global, LLC","6492","11/27/2017"
"POLAND","State of Poland Foundation","02/01/2024","7 Jerozolimskie Avenue, 00-955 Warsaw&nbsp;&nbsp;","","MMGY Global, LLC","6492","11/27/2017"
"ISRAEL","The Israel Ministry of Tourism","05/14/2024","800 2nd AvenueNew York&nbsp;&nbsp;10017","NY","MMGY Global, LLC","6492","11/27/2017"
"SWITZERLAND","Zurich Tourism","11/14/2024","Gessnerallee 3Zürich&nbsp;&nbsp;","","MMGY Global, LLC","6492","11/27/2017"
"MEXICO","Secretaria de Turismo del Gobierno de Mexico (via Braintivity)","10/12/2022","Avenida Presidente Masaryk, 172 Bosques de Chapultepec Ciudad de México&nbsp;&nbsp;","","Visit Mexico USA, LLC","7184","10/12/2022"
"INDIA","Invest India","11/26/2024","225, Vigyan Bhawan Annexe, Maulana Azad RoadNew Delhi&nbsp;&nbsp;","","Silicon Foundry, LLC","7493","11/26/2024"
"TURKEY","Turkish Youth and Education Service Foundation (TURGEV)","05/18/2022","Kiicjuk qamlica, Kisikli, Sht. Ismail Moray Sk. No. 1Uskudar/Istanbul&nbsp;&nbsp;","","Turken Foundation Inc.","7121","05/18/2022"
"TURKEY","Ensar Vakfi","05/18/2022","Suleymaniye Cad. No. 11Fatih/Istanbul&nbsp;&nbsp;","","Turken Foundation Inc.","7121","05/18/2022"
"IRAN","Komala Party of Iranian Kurdistan","09/27/2018","&nbsp;&nbsp;","","Bayaziddi, Salah","6595","09/27/2018"
